episode,step,epsilon,potential_solar#0,action_solar#0,power_solar#0,idx_solar#0,potential_battery#0,action_battery#0,power_battery#0,idx_battery#0,soc_battery#0,soc_idx_battery#0,potential_grid#0,action_grid#0,power_grid#0,idx_grid#0,env_price,env_price_idx,env_renewable_potential,env_renewable_potential_idx,env_total_renewable,env_total_renewable_idx,env_total_power,env_total_power_idx,env_demand_power,env_demand_power_idx,env_grid_power,env_grid_power_idx,env_energy_balance,env_energy_balance_idx,env_delta_power_idx,reward_solar#0,reward_battery#0,reward_grid#0,env_delta_ph,env_delta_ph_norm,env_delta_ph_idx
3,67,0.9800671140939597,0.0,0.0,0.0,0,0.0,1.0,0.0,1,0.8368912194397751,1,250000.0,0.0,0.0,0,2.0,0,0.0,0,0.0,0,0.0,0,250000.0,1,0.0,0,-250000.0,0,,1.0,-1.0,1.0,-250000.0,-0.8333333333333334,-1.0
3,68,0.9800671140939597,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.8368912194397751,1,250000.0,1.0,250000.0,1,2.0,0,0.0,0,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,1.0,-1.0,1.0,-250000.0,-0.8333333333333334,-1.0
3,69,0.9800671140939597,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.8368912194397751,1,250000.0,0.0,0.0,0,2.0,0,0.0,0,0.0,0,0.0,0,250000.0,1,0.0,0,-250000.0,0,,1.0,-1.0,-1.0,-250000.0,-0.8333333333333334,-1.0
3,70,0.9800671140939597,0.0,1.0,0.0,0,0.0,0.0,0.0,1,0.8368912194397751,1,250000.0,0.0,0.0,0,2.0,0,0.0,0,0.0,0,0.0,0,250000.0,1,0.0,0,-250000.0,0,,-1.0,-1.0,-1.0,-250000.0,-0.8333333333333334,-1.0
3,71,0.9800671140939597,0.0,0.0,0.0,0,0.0,1.0,0.0,1,0.8368912194397751,1,250000.0,1.0,250000.0,1,2.0,0,0.0,0,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,1.0,-1.0,-1.0,-250000.0,-0.8333333333333334,-1.0
3,72,0.9800671140939597,0.0,1.0,0.0,0,0.0,0.0,0.0,1,0.8368912194397751,1,250000.0,1.0,250000.0,1,1.0,0,0.0,0,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,-1.0,-1.0,1.0,-250000.0,-0.8333333333333334,-1.0
3,73,0.9800671140939597,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.8368912194397751,1,250000.0,1.0,250000.0,1,1.0,0,0.0,0,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,1.0,-1.0,1.0,-250000.0,-0.8333333333333334,-1.0
3,74,0.9800671140939597,0.0,1.0,0.0,0,250000.0,2.0,250000.0,1,0.8168591681577239,1,0.0,1.0,0.0,0,1.0,0,0.0,0,0.0,0,250000.0,1,250000.0,1,0.0,0,0.0,0,,-1.0,0.6807159734647699,-1.0,-250000.0,-0.8333333333333334,-1.0
3,75,0.9800671140939597,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.8168591681577239,1,250000.0,1.0,250000.0,1,1.0,0,0.0,0,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,1.0,-1.0,1.0,-250000.0,-0.8333333333333334,-1.0
3,76,0.9800671140939597,0.0,1.0,0.0,0,0.0,0.0,0.0,1,0.8168591681577239,1,250000.0,1.0,250000.0,1,1.0,0,0.0,0,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,-1.0,-1.0,1.0,-250000.0,-0.8333333333333334,-1.0
3,77,0.9800671140939597,0.0,1.0,0.0,0,0.0,1.0,0.0,1,0.8168591681577239,1,250000.0,1.0,250000.0,1,1.0,0,0.0,0,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,-1.0,-1.0,-1.0,-250000.0,-0.8333333333333334,-1.0
3,78,0.9800671140939597,0.0,1.0,0.0,0,0.0,0.0,0.0,1,0.8168591681577239,1,250000.0,1.0,250000.0,1,1.0,0,0.0,0,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,-1.0,-1.0,1.0,-250000.0,-0.8333333333333334,-1.0
